idx,rssi
1985,32
1986,35
1987,28
1988,40
1989,26
1990,32
1991,39
1992,32
1993,28
1994,36
1995,26
1996,35
1997,35
1998,33
1999,36
