idx,rssi
1875,120.0
1876,130.0
1877,129.0
1878,125.0
1879,133.0
1880,132.0
1881,130.0
1882,129.0
1883,127.0
1884,130.0
1885,132.0
1886,130.0
1887,128.0
1888,129.0
1889,129.0
1890,127.0
1891,128.0
1892,120.0
1893,126.0
1894,123.0
1895,130.0
1896,130.0
1897,121.0
1898,120.0
1899,123.0
1900,126.0
1901,130.0
1902,125.0
1903,123.0
1904,132.0
1905,129.0
1906,126.0
1907,126.0
1908,123.0
1909,130.0
1910,127.0
1911,123.0
1912,121.0
1913,125.0
1914,128.0
1915,121.0
1916,128.0
1917,127.0
1918,127.0
1919,125.0
1920,124.0
1921,124.0
1922,123.0
1923,124.0
1924,122.0
1925,128.0
1926,129.0
1927,126.0
1928,129.0
1929,123.0
1930,129.0
1931,128.0
1932,128.0
1933,124.0
1934,129.0
1935,128.0
1936,128.0
1937,129.0
1938,126.0
1939,132.0
1940,130.0
1941,124.0
1942,130.0
1943,129.0
1944,130.0
1945,130.0
1946,127.0
1947,130.0
1948,120.0
1949,128.0
1950,132.0
1951,130.0
1952,133.0
1953,130.0
1954,129.0
1955,132.0
1956,123.0
1957,133.0
1958,130.0
1959,128.0
1960,132.0
1961,126.0
1962,133.0
1963,127.0
1964,130.0
1965,130.0
1966,128.0
1967,128.0
1968,130.0
1969,127.0
1970,132.0
1971,126.0
1972,129.0
1973,125.0
1974,127.0
1975,126.0
1976,130.0
1977,125.0
1978,130.0
1979,128.0
1980,129.0
1981,126.0
1982,133.0
1983,130.0
1984,127.0
1985,132.0
1986,125.0
1987,129.0
1988,130.0
1989,121.0
1990,121.0
1991,133.0
1992,128.0
1993,130.0
1994,125.0
1995,125.0
1996,129.0
1997,122.0
1998,127.0
1999,124.0
2000,129.0
2001,119.0
2002,121.0
2003,127.0
2004,126.0
2005,133.0
2006,125.0
2007,133.0
2008,127.0
2009,125.0
2010,130.0
2011,126.0
2012,127.0
2013,130.0
2014,130.0
2015,126.0
2016,129.0
2017,130.0
2018,130.0
2019,129.0
2020,132.0
2021,130.0
2022,124.0
2023,128.0
2024,129.0
2025,127.0
2026,127.0
2027,131.0
2028,122.0
2029,126.0
2030,123.0
2031,127.0
2032,121.0
2033,129.0
2034,121.0
2035,124.0
2036,114.0
2037,125.0
2038,122.0
2039,116.0
